Index,id,Keyword,name,address,street_address,city,state,zipcode,Plus_Code,website,phone,email,Facebook,Twitter,Instagram,Lat,Lng,Verification_Text,Category,Rating,Reviews,profile_photo,Sub_Title,Pricing,Amenities,Description,Summary,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,External_Urls,Photo_Tags,URL
35,480,"Conecuh County, Alabama Electrician","Absolute Instruments and Electrical, LLC","253 Flowers Loop Rd, Frisco City, AL 36445",253 Flowers Loop Rd,Frisco City,AL,36445,"8HC8+MR Frisco City, Alabama",,(251) 263-1233,default@example.com,,,,"31,321634","-87,4329275",,Electrical installation service,5,2,https://lh5.googleusercontent.com/p/AF1QipM0fzkfRTblhWOiEtHNlnKltlmU-3J7Vq8WtZ53=w427-h240-k-no,,,,,,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Absolute+Instruments+and+Electrical,+LLC/@29.5394666,-90.3372372,6z/data=!4m8!1m2!2m1!1sConecuh+County,+Alabama+Electrician!3m4!1s0x88900dc1c355f857:0xe979e907abd7289e!8m2!3d31.321634!4d-87.4329275?hl=en"
36,479,"Conecuh County, Alabama Electrician",Crawford Electric LLC,"307 Travis Ave, Evergreen, AL 36401",307 Travis Ave,Evergreen,AL,36401,"C2RR+GC Evergreen, Alabama",crawfordelectriccompany.com,(251) 227-3245,default@example.com,,,,"31,4412542","-86,9589324",,Electrician,,,https://lh5.googleusercontent.com/p/AF1QipNqDOBKjM8g5oMb0-27-4v8zCf5lvxYc77oaf8h=w408-h883-k-no,,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,"All, Latest, By owner, Street View & 360°","https://www.google.com/maps/place/Crawford+Electric+LLC/@29.5394666,-90.3372372,6z/data=!4m8!1m2!2m1!1sConecuh+County,+Alabama+Electrician!3m4!1s0x88902d20afee8b33:0x4e201338ce455489!8m2!3d31.4412542!4d-86.9589324?hl=en"
37,472,"Sumter County, Alabama Electrician","Gaddy Electric & Plumbing, LLC","145 Industrial Park Dr N, Demopolis, AL 36732",145 Industrial Park Dr N,Demopolis,AL,36732,"F5G9+R9 Demopolis, Alabama",gaddyelectricandplumbing.com,(334) 289-2822,default@example.com,,,,"32,4771051","-87,831524",,HVAC contractor,5,2,https://lh5.googleusercontent.com/p/AF1QipOoI_N415G328o5CefYKMiu8qo-hQKl68sKtT5I=w408-h305-k-no,,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Gaddy+Electric+%26+Plumbing,+LLC/@32.3514332,-92.7646139,6z/data=!4m8!1m2!2m1!1sSumter+County,+Alabama+Electrician!3m4!1s0x88859960c2003de7:0x39c8e3ff107e5729!8m2!3d32.4771051!4d-87.831524?hl=en"
38,461,"Choctaw County, Alabama Electrician",Hodge Electrical Services,"2251 Topton Rd, McIntosh, AL 36553",2251 Topton Rd,McIntosh,AL,36553,"7VRJ+6Q McIntosh, Alabama",,(251) 944-7647,default@example.com,,,,"31,290561","-88,118056",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=cyeySwMzNYjt-vu39AfuEg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=199.40053&pitch=0&thumbfov=100,,,,,,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,,"All, Street View & 360°","https://www.google.com/maps/place/Hodge+Electrical+Services/@32.3514332,-92.7646139,6z/data=!4m8!1m2!2m1!1sChoctaw+County,+Alabama+Electrician!3m4!1s0x889ade59be42a07f:0xdfd1223a31a129d7!8m2!3d31.290561!4d-88.118056?hl=en"
39,448,"Crenshaw County, Alabama Electrician",C & I Plumbing & Electrical Co,"102 Wake Forest St, Andalusia, AL 36420",102 Wake Forest St,Andalusia,AL,36420,"7GW2+M7 Andalusia, Alabama",,(334) 222-6331,default@example.com,,,,"31,2966849","-86,4992564",Claim this business,Electrician,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/C+%26+I+Plumbing+%26+Electrical+Co/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCrenshaw+County,+Alabama+Electrician!3m4!1s0x8891ebf86d5404e3:0xd0716ff2e7841d9e!8m2!3d31.2966849!4d-86.4992564?hl=en"
40,447,"Crenshaw County, Alabama Electrician",Satisfied Electric,"412 S 3 Notch St, Andalusia, AL 36420",412 S 3 Notch St,Andalusia,AL,36420,"8G37+PP Andalusia, Alabama",,(334) 222-2783,default@example.com,,,,"31,3042546","-86,4856963",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=3mzrDhdMNMoXUvq7YE4RFw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=322.4142&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Satisfied+Electric/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCrenshaw+County,+Alabama+Electrician!3m4!1s0x8891ec1dde275a0f:0xe6308b656aa14ae4!8m2!3d31.3042546!4d-86.4856963?hl=en"
41,446,"Crenshaw County, Alabama Electrician",Residential Electric Services,"14447 Heath River Falls Rd, Andalusia, AL 36421",14447 Heath River Falls Rd,Andalusia,AL,36421,"8HV7+6H Andalusia, Alabama",,(334) 343-0904,default@example.com,,,,"31,343","-86,4361",Claim this business,Electrician,5,1,//geo3.ggpht.com/cbk?panoid=TubkcpwKUDPvXvq-M-5JjQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=122.45536&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Residential+Electric+Services/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCrenshaw+County,+Alabama+Electrician!3m4!1s0x8891e94c49359b81:0xcc8459b36caab7a6!8m2!3d31.343!4d-86.4361?hl=en"
42,444,"Crenshaw County, Alabama Electrician",Advanced Electric LLC,"303 Corman Ave # R, Troy, AL 36081",303 Corman Ave # R,Troy,AL,36081,"Q2MV+RG Troy, Alabama",,(334) 807-6222,default@example.com,,,,"31,7845898","-85,9561931",Claim this business,Electrician,3,4,//geo2.ggpht.com/cbk?panoid=Ys-eI_yWZSiMs6Rsbf9P-A&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=224.2413&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Advanced+Electric+LLC/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCrenshaw+County,+Alabama+Electrician!3m4!1s0x888ded1bd9a0b1b3:0xb67c9dd3f3f80fe0!8m2!3d31.7845898!4d-85.9561931?hl=en"
43,442,"Crenshaw County, Alabama Electrician",Johnson Electric,"222 Co Rd 451, Opp, AL 36467",222 Co Rd 451,Opp,AL,36467,"7RJ5+64 Opp, Alabama",johnsonelectric.com,(334) 493-6892,default@example.com,,,,"31,2805056","-86,1922165",Claim this business,Electrician,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Johnson+Electric/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCrenshaw+County,+Alabama+Electrician!3m4!1s0x88921ebe9c8d9499:0x77c998b4d840112!8m2!3d31.2805056!4d-86.1922165?hl=en"
44,441,"Crenshaw County, Alabama Electrician",MLB Electric Inc,"406 Cool Springs Rd, Opp, AL 36467",406 Cool Springs Rd,Opp,AL,36467,"8Q2M+C9 Opp, Alabama",,(334) 447-6333,default@example.com,,,,"31,3010753","-86,216534",Claim this business,Electrician,"2,3",3,//geo1.ggpht.com/cbk?panoid=F16Xcgc8Nqx88bQBu1ktqg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=80.25255&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/MLB+Electric+Inc/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCrenshaw+County,+Alabama+Electrician!3m4!1s0x88921e7846ad5a2b:0x8997b1ab134a79ee!8m2!3d31.3010753!4d-86.216534?hl=en"
45,436,"Crenshaw County, Alabama Electrician",Marler Electric,"6719 Co Rd 306, Elba, AL 36323",6719 Co Rd 306,Elba,AL,36323,"HV68+C8 Elba, Alabama",,(334) 245-6023,default@example.com,,,,"31,5610698","-86,1342443",Claim this business,Electrician,,,//geo1.ggpht.com/cbk?panoid=grUHoCqSynONrKW1TPbBtA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=232.78937&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Marler+Electric/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCrenshaw+County,+Alabama+Electrician!3m4!1s0x889207828000c7c7:0x463e1cee35d920c5!8m2!3d31.5610698!4d-86.1342443?hl=en"
46,435,"Crenshaw County, Alabama Electrician",South Alabama Electric,"Anderson Blvd, Goshen, AL 36035",Anderson Blvd,Goshen,AL,36035,"PV79+RV Goshen, Alabama",,(334) 484-2995,default@example.com,,,,"31,714585","-86,130359",Claim this business,Electrician,,,//geo2.ggpht.com/cbk?panoid=1X86gnsbFKvzO3pbfEp14g&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=178.8966&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/South+Alabama+Electric/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCrenshaw+County,+Alabama+Electrician!3m4!1s0x888dfafc6670e871:0x88e28b704cce8d8c!8m2!3d31.714585!4d-86.130359?hl=en"
47,432,"Clay County, Alabama Electrician",Gregg's Electrical Services,"14 Heatherwood Ln, Oxford, AL 36203",14 Heatherwood Ln,Oxford,AL,36203,"H5JJ+R6 Oxford, Alabama",,(256) 831-4503,default@example.com,,,,"33,582026","-85,819386",Claim this business,Electrician,5,1,//geo2.ggpht.com/cbk?panoid=xk8k3uIJkLGgEJASqPC_Ew&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=264.5672&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Gregg's+Electrical+Services/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sClay+County,+Alabama+Electrician!3m4!1s0x888bb0e56b0ff11d:0x784d455e36ac428c!8m2!3d33.582026!4d-85.819386?hl=en"
48,430,"Clay County, Alabama Electrician",Dew Electric,"Talladega, AL 35160",,Talladega,AL,35160,,,(256) 223-1380,default@example.com,,,,"33,4359416","-86,1058048",Claim this business,Electrician,5,1,//geo0.ggpht.com/cbk?panoid=DKUws-mKbh5lD5c-BfU_-A&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=257.01532&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Dew+Electric/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sClay+County,+Alabama+Electrician!3m4!1s0x888bdcc508ac176d:0x4260748d586e9086!8m2!3d33.4359416!4d-86.1058048?hl=en"
49,429,"Clay County, Alabama Electrician",Southern Pride Electric,"701 spring Street South, Talladega, AL 35160",701 spring Street South,Talladega,AL,35160,"CVGW+VH Talladega, Alabama",,(256) 589-6591,default@example.com,,,,"33,427149","-86,1035821",,Electrician,2,3,//geo1.ggpht.com/cbk?panoid=IBP6fF-oOeon1AUqdYZzwA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=305.4109&pitch=0&thumbfov=100,,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,"All, Street View & 360°","https://www.google.com/maps/place/Southern+Pride+Electric/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sClay+County,+Alabama+Electrician!3m4!1s0x888bdcc508ac176d:0x65628a7cb0be4985!8m2!3d33.427149!4d-86.1035821?hl=en"
50,428,"Clay County, Alabama Electrician",Ricks Electric Co,"905 Crestview Rd, Talladega, AL 35160",905 Crestview Rd,Talladega,AL,35160,"CWJQ+52 Talladega, Alabama",,(256) 362-5943,default@example.com,,,,"33,4304999","-86,0624081",Claim this business,Electrician,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Ricks+Electric+Co/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sClay+County,+Alabama+Electrician!3m4!1s0x888bc30548f5e879:0xef6d66cafc6c5f34!8m2!3d33.4304999!4d-86.0624081?hl=en"
51,424,"Clay County, Alabama Electrician",Buddy Murner Electric Co,"872 Marble Quarry Rd, Talladega, AL 35160",872 Marble Quarry Rd,Talladega,AL,35160,"9WXJ+F2 Talladega, Alabama",,(256) 362-5705,default@example.com,,,,"33,3986653","-86,0699818",,Electrician,5,1,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Buddy+Murner+Electric+Co/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sClay+County,+Alabama+Electrician!3m4!1s0x888bc2eb2c37d8e7:0x7b3270552dbe7a4f!8m2!3d33.3986653!4d-86.0699818?hl=en"
52,420,"Clay County, Alabama Electrician",Delta Electric,"935 Isbell Rd, Delta, AL 36258",935 Isbell Rd,Delta,AL,36258,"98PH+RM Delta, Alabama",,(256) 488-0080,default@example.com,,,,"33,3870833","-85,6707809",Claim this business,Electrician,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Delta+Electric/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sClay+County,+Alabama+Electrician!3m4!1s0x888ba193167fef49:0xd64e23d05eab28fb!8m2!3d33.3870833!4d-85.6707809?hl=en"
53,408,"Lamar County, Alabama Electrician",L C Electrical & Air,"11711 Fernbank Rd, Millport, AL 35576",11711 Fernbank Rd,Millport,AL,35576,"HPHX+H3 Millport, Alabama",,(205) 662-3751,default@example.com,,,,"33,5789414","-88,2523682",Claim this business,Air conditioning contractor,,,//geo2.ggpht.com/cbk?panoid=e9ktyJIIdkSfRTKKzVcI7Q&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=116.25694&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/L+C+Electrical+%26+Air/@32.3514332,-92.7646139,6z/data=!4m8!1m2!2m1!1sLamar+County,+Alabama+Electrician!3m4!1s0x8886f0c9145c06ef:0xd88973800c14cc5d!8m2!3d33.5789414!4d-88.2523682?hl=en"
54,404,"Lamar County, Alabama Electrician",Sullivan Electric Contractors,"6363 Co Rd 23, Fayette, AL 35555",6363 Co Rd 23,Fayette,AL,35555,"M354+CC Fayette, Alabama",,(205) 270-6579,default@example.com,,,,"33,6585459","-87,943931",Claim this business,Electrician,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Sullivan+Electric+Contractors/@32.3514332,-92.7646139,6z/data=!4m8!1m2!2m1!1sLamar+County,+Alabama+Electrician!3m4!1s0x88864ec56ffaa3c1:0x31f224d2d900e0f5!8m2!3d33.6585459!4d-87.943931?hl=en"
55,403,"Cleburne County, Alabama Electrician",Littleton Electric Services,"1001 Barry St, Oxford, AL 36203",1001 Barry St,Oxford,AL,36203,"J567+89 Oxford, Alabama",littletonelectric.com,(256) 835-2161,default@example.com,,,,"33,610837","-85,8365971",Claim this business,Electrician,3,3,//geo1.ggpht.com/cbk?panoid=0z3JksI272Qr-Eh0z4kcPw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=95.429924&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Littleton+Electric+Services/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sCleburne+County,+Alabama+Electrician!3m4!1s0x888bb139bdb8430b:0xf61b3068fa4d565e!8m2!3d33.610837!4d-85.8365971?hl=en"
56,402,"Cleburne County, Alabama Electrician",Christian Electric Co Inc,"1001 Noble St, Anniston, AL 36201",1001 Noble St,Anniston,AL,36201,"M54C+W6 Anniston, Alabama",,(256) 237-8520,default@example.com,,,,"33,6572685","-85,8294969",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=HyM8qzOkGLGdce7c2_UJDA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=102.26524&pitch=0&thumbfov=100,,,,,,7AM–7PM,7AM–7PM,7AM–7PM,7AM–7PM,7AM–7PM,7AM–7PM,7AM–7PM,,"All, Street View & 360°","https://www.google.com/maps/place/Christian+Electric+Co+Inc/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sCleburne+County,+Alabama+Electrician!3m4!1s0x888bb41555555555:0x579ba59f74cf0af5!8m2!3d33.6572685!4d-85.8294969?hl=en"
57,401,"Cleburne County, Alabama Electrician",Keith Adams Electric,"407 Williams St P O Box 3286, Oxford, AL 36203",407 Williams St P O Box 3286,Oxford,AL,36203,"J544+WM Oxford, Alabama",,(256) 831-8469,default@example.com,,,,"33,6073137","-85,8433496",,Electrician,5,4,https://lh5.googleusercontent.com/p/AF1QipPXH4CQVRjsnTBtAgVVQaMXlukWcvzUqaFf-Wqj=w426-h240-k-no,,,,,,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,7AM–12PM,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Keith+Adams+Electric/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sCleburne+County,+Alabama+Electrician!3m4!1s0x888bb1317bf6fd35:0x31430f61963d8897!8m2!3d33.6073137!4d-85.8433496?hl=en"
58,400,"Cleburne County, Alabama Electrician","ZLP Electric, Inc.","835 County Rd 174, Piedmont, AL 36272",835 County Rd 174,Piedmont,AL,36272,"2F2W+MP Piedmont, Alabama",,(256) 239-6446,default@example.com,,,,"34,001631","-85,503218",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=A3hAyYmb7GAPMgyAnXpKXQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=0.77254057&pitch=0&thumbfov=100,,,,,,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/ZLP+Electric,+Inc./@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sCleburne+County,+Alabama+Electrician!3m4!1s0x888af3eba03744dd:0x75ab158f46af1221!8m2!3d34.001631!4d-85.503218?hl=en"
59,399,"Cleburne County, Alabama Electrician",Wesley Beecham Electric,"1668 Chinch Creek Rd, Piedmont, AL 36272",1668 Chinch Creek Rd,Piedmont,AL,36272,"P8WR+XF Piedmont, Alabama",,(781) 412-9869,default@example.com,,,,"33,7473847","-85,6588636",Claim this business,Electrician,4,1,https://lh5.googleusercontent.com/p/AF1QipNF20AroUz7GbZLfou-1DqwEkCo0cmp25dXApXm=w426-h240-k-no,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Wesley+Beecham+Electric/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sCleburne+County,+Alabama+Electrician!3m4!1s0x888a54e958831525:0x648aac0452a34563!8m2!3d33.7473847!4d-85.6588636?hl=en"
60,390,"Cleburne County, Alabama Electrician",Laminack Electric Co Inc,"3576 US-78, Heflin, AL 36264",3576 US-78,Heflin,AL,36264,"MFJF+82 Heflin, Alabama",,(256) 463-3222,default@example.com,,,,"33,6807863","-85,5274392",Claim this business,Electrician,,,//geo2.ggpht.com/cbk?panoid=-DiwPZDVAnOz5gZqXPwnHA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=350.10687&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Laminack+Electric+Co+Inc/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sCleburne+County,+Alabama+Electrician!3m4!1s0x888b0185a1eed863:0x97ab6d20ec623a3e!8m2!3d33.6807863!4d-85.5274392?hl=en"
61,377,"Hale County, Alabama Electrician",Reynolds Electric & Refrigeration,"2306, 206 1st St, Greensboro, AL 36744","2306,  206 1st St",Greensboro,AL,36744,"MCV6+3R Greensboro, Alabama",,(334) 624-3933,default@example.com,,,,"32,6926356","-87,5879045",,Air conditioning contractor,"4,5",2,//geo2.ggpht.com/cbk?panoid=jVYWNK5osewIkJuTplxBTA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=338.61978&pitch=0&thumbfov=100,,,,,,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Reynolds+Electric+%26+Refrigeration/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sHale+County,+Alabama+Electrician!3m4!1s0x88858b2d73713e8d:0xcd204c6a6b39895!8m2!3d32.6926356!4d-87.5879045?hl=en"
62,373,"Fayette County, Alabama Electrician",Electrical Constructors Inc,"1705 6th Ave S, Jasper, AL 35501",1705 6th Ave S,Jasper,AL,35501,"RPM9+VP Jasper, Alabama",,(205) 221-4040,default@example.com,,,,"33,8346277","-87,280682",Claim this business,Electrician,,,//geo2.ggpht.com/cbk?panoid=cxR47HLkEUZSz7khfBY9yA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=74.928&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Electrical+Constructors+Inc/@32.3514332,-92.7646139,6z/data=!4m8!1m2!2m1!1sFayette+County,+Alabama+Electrician!3m4!1s0x8888613fed916ccb:0x37480af44d69d05b!8m2!3d33.8346277!4d-87.280682?hl=en"
63,372,"Fayette County, Alabama Electrician",SK ELECTRICAL SERVICE COMPANY,"2407 Rose Hill Rd, Nauvoo, AL 35578",2407 Rose Hill Rd,Nauvoo,AL,35578,"XJH4+JH Nauvoo, Alabama",skelectricalservice.com,(205) 544-4487,default@example.com,,,,"33,979109","-87,393558",,Electrical installation service,,,https://lh5.googleusercontent.com/p/AF1QipPb9GujYU2sdhZUPzSaI1QLE8KtPKPQRCx0s6He=w426-h240-k-no,,,,,,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,8AM–5PM,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/SK+ELECTRICAL+SERVICE+COMPANY/@32.3514332,-92.7646139,6z/data=!4m8!1m2!2m1!1sFayette+County,+Alabama+Electrician!3m4!1s0x8888703a58c179bd:0xcfe35632cdf3a537!8m2!3d33.979109!4d-87.393558?hl=en"
64,371,"Fayette County, Alabama Electrician",Williams & Son Plumbing & Electric,"5393 AL-195, Jasper, AL 35503",5393 AL-195,Jasper,AL,35503,"WM7P+X6 Jasper, Alabama",,(205) 384-3347,default@example.com,,,,"33,9149042","-87,314389",Claim this business,Electrician,"3,8",4,//geo3.ggpht.com/cbk?panoid=ABkSf4EblgY9mBeHJoe9pg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=273.93765&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Williams+%26+Son+Plumbing+%26+Electric/@32.3514332,-92.7646139,6z/data=!4m8!1m2!2m1!1sFayette+County,+Alabama+Electrician!3m4!1s0x888865c5ac123fef:0x97ec64df872cc021!8m2!3d33.9149042!4d-87.314389?hl=en"
65,370,"Fayette County, Alabama Electrician",Dr. Electric,"660 19th St W, Jasper, AL 35501",660 19th St W,Jasper,AL,35501,"RPM9+24 Jasper, Alabama",lindleydrelectric.com,(205) 544-5553,default@example.com,,,,"33,8325361","-87,2822322",,Electrician,"4,2",10,//geo2.ggpht.com/cbk?panoid=fnI9ve7MudzXzwotiZuLXQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=358.51312&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Dr.+Electric/@32.3514332,-92.7646139,6z/data=!4m8!1m2!2m1!1sFayette+County,+Alabama+Electrician!3m4!1s0x8888616a6730e13d:0x120799e7cd9da9bf!8m2!3d33.8325361!4d-87.2822322?hl=en"
66,366,"Fayette County, Alabama Electrician",Smith Electric,"2946 AL-124, Townley, AL 35587",2946 AL-124,Townley,AL,35587,"RJ7J+QC Townley, Alabama",,(205) 221-5842,default@example.com,,,,"33,8144718","-87,3688942",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=6qucfWTbTL5jGqQIf8h3nA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=357.0854&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Smith+Electric/@32.3514332,-92.7646139,6z/data=!4m8!1m2!2m1!1sFayette+County,+Alabama+Electrician!3m4!1s0x888863279f15ea67:0x14a71ba619abaad1!8m2!3d33.8144718!4d-87.3688942?hl=en"
67,363,"Fayette County, Alabama Electrician",Hanna Electrical Services,"520 Valley Dr, Oakman, AL 35579",520 Valley Dr,Oakman,AL,35579,"PJR6+5F Oakman, Alabama",,(205) 622-3134,default@example.com,,,,"33,740456","-87,3887615",Claim this business,Electrician,5,8,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Hanna+Electrical+Services/@32.3514332,-92.7646139,6z/data=!4m8!1m2!2m1!1sFayette+County,+Alabama+Electrician!3m4!1s0x888887db79905efd:0xb0877924056e3d!8m2!3d33.740456!4d-87.3887615?hl=en"
